_id,name,code,docstring,human_label,one_line_summary,function_behavior,function_signature,examples,precond_postcond
6367670a1a6d9265ec0179cf,toChar,"public static char toChar(final Character ch,final char defaultValue){
  if (ch == null) {
    return defaultValue;
  }
  return ch.charValue();
}
","/** 
 * <p>Converts the Character to a char handling <code>null</code>.</p> <pre> CharUtils.toChar(null, 'X') = 'X' CharUtils.toChar(' ', 'X')  = ' ' CharUtils.toChar('A', 'X')  = 'A' </pre>
 * @param ch  the character to convert
 * @param defaultValue  the value to use if the  Character is null
 * @return the char value of the Character or the default if null
 */
","Obtains the character value of ch. If ch is null, defaultValue is returned.","Converts a Character object to a primitive char, with a default if null.","This function takes a Character object and a default char. If the Character object is not null, it returns its primitive char value using `charValue()`. If the Character is null, it returns the specified defaultValue.",Parameters are a `Character` object (`ch`) and a `char` (`defaultValue`). Returns a `char`.,"- Typical usage: toChar(Character.valueOf('A'), 'Z') -> returns 'A'
   - Boundary edge case: toChar(null, 'Z') -> returns 'Z'
   - Special or unusual case: toChar(Character.valueOf('\0'), 'Z') -> returns '\0'","The function expects a `Character` object, which may be null, and a default `char`. Output will be a primitive `char` either from the Character instance or the default value if the Character is null.
---
```"
6367676b1a6d9265ec0181e2,findFirstMatch,"public static Object findFirstMatch(Collection source,Collection candidates){
  if (isEmpty(source) || isEmpty(candidates)) {
    return null;
  }
  for (  Object candidate : candidates) {
    if (source.contains(candidate)) {
      return candidate;
    }
  }
  return null;
}
","/** 
 * Return the first element in '<code>candidates</code>' that is contained in '<code>source</code>'. If no element in '<code>candidates</code>' is present in '<code>source</code>' returns <code>null</code>. Iteration order is {@link Collection} implementation specific.
 * @param source the source Collection
 * @param candidates the candidates to search for
 * @return the first present object, or <code>null</code> if not found
 */
",Returns the first element in candidates that matches the source.,Finds and returns the first common element between two collections.,Iterates over the candidates collection and returns the first element that is contained in the source collection; returns null if there is no match or if either collection is empty.,Takes two Collection objects as parameters and returns an Object that is the first common element or null.,"- Typical usage: 
     - Input: source = [1, 2, 3], candidates = [4, 2, 5]
     - Output: 2
   - Boundary edge case:
     - Input: source = [], candidates = [1, 2, 3]
     - Output: null
   - Special or unusual case:
     - Input: source = [""a"", ""b""], candidates = [""x"", ""y"", ""b""]
     - Output: ""b""","- Preconditions: Both source and candidates are valid Collection objects.
   - Postconditions: The returned object is either the first match found in both collections, or null if no match is found or collections are empty.
---
```"
6367676b1a6d9265ec0181ee,trimTrailingWhitespace,"public static String trimTrailingWhitespace(String str){
  if (!hasLength(str)) {
    return str;
  }
  StringBuilder sb=new StringBuilder(str);
  while (sb.length() > 0 && Character.isWhitespace(sb.charAt(sb.length() - 1))) {
    sb.deleteCharAt(sb.length() - 1);
  }
  return sb.toString();
}
","/** 
 * Trim trailing whitespace from the given String.
 * @param str the String to check
 * @return the trimmed String
 * @see java.lang.Character#isWhitespace
 */
",Trim the end space of the str.,Removes trailing whitespace from a string.,"The function checks if the input string has content. If it does, it uses a StringBuilder to iteratively remove whitespace characters from the end of the string until it encounters a non-whitespace character. The resulting string with trailing whitespace removed is returned.",The function takes a single parameter `str` of type `String` and returns a `String`.,"- Typical usage: Input: `""  Hello World  ""` Output: `""  Hello World""`
   - Boundary edge case: Input: `""""` Output: `""""`
   - Special or unusual case: Input: `""NoTrailingWhitespace""` Output: `""NoTrailingWhitespace""`","- Preconditions: The input is a non-null string.
   - Postconditions: The returned string will have no trailing whitespace.
---
```"
636767dc1a6d9265ec0186cb,init,"public void init(){
  File dist=new File(analyzeResultDist);
  if (!dist.exists()) {
    dist.mkdirs();
    return;
  }
  if (dist.isFile()) {
    throw new IllegalArgumentException(analyzeResultDist + "" must be a directory"");
  }
}
","/** 
 * initialize config, such as check dist path
 */
",Initializes a directory.,Creates a directory if it doesn't exist and validates existing paths.,"This function checks if a specified file path exists. If it doesn't exist, it creates a directory at that path. If it does exist, it ensures the path is a directory, throwing an exception if it is a file.",The function takes no parameters; it has a void return type.,"- Typical usage: If `analyzeResultDist` is ""output/results"" and it doesn't exist, create the directory ""output/results"".
   - Boundary edge case: If `analyzeResultDist` is ""output/results"" and ""output/results"" already exists as a directory, do nothing.
   - Special/unusual case: If `analyzeResultDist` is ""output/results"" and ""output/results"" is a file, throw an `IllegalArgumentException`.","- Preconditions: The `analyzeResultDist` variable is initialized with a path as a string.
   - Postconditions: A directory at the specified path is ensured to exist if the path is valid.
---
```"
636767a31a6d9265ec018552,readString,"@Override public String readString() throws IOException {
  final int size=readRawVarint32();
  if (size <= (bufferSize - bufferPos) && size > 0) {
    final String result=STRING.deser(buffer,bufferPos,size);
    bufferPos+=size;
    return result;
  }
 else {
    return STRING.deser(readRawBytes(size));
  }
}
","/** 
 * Read a  {@code string} field value from the stream.
 */
",Read string from a buffer.,Reads and deserializes a string from a buffer or raw bytes.,"The function first reads a size using `readRawVarint32()`. If this size is positive and fits within the remaining buffer space, it deserializes the string from the buffer starting at the current position and increments the position by the size. If not, it reads raw bytes of the specified size and deserializes those into a string.",The function takes no parameters and returns a `String`.,"- Typical usage: Suppose `bufferPos = 2`, `bufferSize = 10`, and the buffer contains the varint size `4` at position 2. If the buffer has enough space, it reads 4 bytes as a string from the buffer.
   - Boundary edge case: If `size = 0`, the function would typically return an empty string, assuming `STRING.deser()` can handle this.
   - Special case: If `size` exceeds buffer limits, it falls back to deserializing from `readRawBytes(size)` which handles larger or non-buffer-contained strings.","- Preconditions: `bufferPos` must be valid, `readRawVarint32()` must not fail, and `readRawBytes(size)` must handle cases where `size` is larger than buffer limits.
   - Postconditions: Function returns a deserialized string, potentially reading directly from raw bytes if not possible in buffer.
---
```"
636767a61a6d9265ec0185b7,digitValue,"private static int digitValue(final char c){
  if ('0' <= c && c <= '9') {
    return c - '0';
  }
 else   if ('a' <= c && c <= 'z') {
    return c - 'a' + 10;
  }
 else {
    return c - 'A' + 10;
  }
}
","/** 
 * Interpret a character as a digit (in any base up to 36) and return the numeric value. This is like {@code Character.digit()} but we don't accept non-ASCII digits.
 */
",Obtains the number corresponding to the character c.,Converts a character to its numeric value based on digit or letter.,"The function determines the numeric value of the input character `c`. If `c` is a digit ('0'-'9'), it returns its integer equivalent. If `c` is a lowercase letter ('a'-'z'), it returns the position of the letter in the alphabet starting from 10. If `c` is an uppercase letter ('A'-'Z'), it similarly returns the position starting from 10.",The function takes a single character `c` as input and returns an integer.,"- Typical usage: digitValue('5') returns 5
   - Typical usage: digitValue('b') returns 11
   - Boundary edge case: digitValue('0') returns 0
   - Boundary edge case: digitValue('z') returns 35
   - Special case: digitValue('A') returns 10","- Preconditions: Input character `c` must be alphanumeric ('0'-'9', 'a'-'z', 'A'-'Z').
   - Postconditions: Returns a non-negative integer representing the value of `c`.
---
```"
636767e01a6d9265ec018755,buildContent,"private Map<String,Object> buildContent(JsonObject jsonObject){
  Map<String,Object> content=new HashMap<>();
  content.put(""msg_type"",jsonObject.get(""msg_type"").getAsString());
  if (jsonObject.get(""ats"") != null) {
    String ats=jsonObject.get(""ats"").getAsString();
    String text=jsonObject.get(""content"").getAsJsonObject().get(""text"").getAsString();
    List<String> collect=Arrays.stream(ats.split("","")).map(String::trim).collect(Collectors.toList());
    for (    String userId : collect) {
      text+=""<at user_id=\"""" + userId + ""\""></at>"";
    }
    jsonObject.get(""content"").getAsJsonObject().addProperty(""text"",text);
  }
  content.put(""content"",jsonObject.get(""content"").getAsJsonObject());
  return content;
}
","/** 
 * build content,if it has ats someone set the ats
 */
","Put the ""content"" from the  jsonObject to the content.","Builds a content map from a given JsonObject, optionally modifying text with user tags.","The function retrieves a message type and content from the provided JsonObject. If ""ats"" are present, it appends user tags to the text in the content. It then constructs a Map where the message type and modified content are stored and returns this Map.","Takes a JsonObject as input, returns a Map<String, Object>.","- Typical usage:
     - Input: `{""msg_type"":""text"",""content"":{""text"":""Hello!""},""ats"":""user1,user2""}`
     - Output: `{""msg_type"":""text"", ""content"":{""text"":""Hello!<at user_id=\""user1\""></at><at user_id=\""user2\""></at>""}}`
   - Boundary edge case:
     - Input: `{""msg_type"":""text"",""content"":{""text"":""Hi""}}`
     - Output: `{""msg_type"":""text"", ""content"":{""text"":""Hi""}}`
   - Special case:
     - Input: `{""msg_type"":""text"",""content"":{""text"":""Hi""},""ats"":""""}`
     - Output: `{""msg_type"":""text"", ""content"":{""text"":""Hi""}}`","- Preconditions: The input JsonObject must have valid keys like ""msg_type"" and ""content"".
   - Postconditions: Returns a Map where content text may include user tags if 'ats' are provided and non-empty.
---"
636767a21a6d9265ec018517,toByteArray,"public final byte[] toByteArray(){
  LinkedBuffer node=head;
  int offset=0, len;
  final byte[] buf=new byte[size];
  do {
    if ((len=node.offset - node.start) > 0) {
      System.arraycopy(node.buffer,node.start,buf,offset,len);
      offset+=len;
    }
  }
 while ((node=node.next) != null);
  return buf;
}
","/** 
 * Returns a single byte array containg all the contents written to the buffer(s).
 */
",Copy bytes from LinkedBuffer and return.,Converts linked buffer nodes into a single byte array.,"The function iterates through a linked list of buffer nodes, copying each node's conten from its start to its offset into a new byte array, which is then returned as the combined representation of all the nodes.",`public final byte[] toByteArray()` takes no parameters and returns a byte array (`byte[]`).,"- Typical usage: With two nodes with buffers `[01, 02]` and `[03, 04]`, it returns `[01, 02, 03, 04]`.
   - Boundary edge case: With `head` pointing to a single node with a buffer of size 0, it returns `[]`.
   - Special case: With nodes having gaps, i.e., buffer `[10, 0(ignored)]` and `[20]` with set starts and offsets, it returns `[10, 20]`.","- Preconditions: `head` is not null, and `size` accurately represents the total bytes within all nodes.
   - Postconditions: Returns a byte array constituting a sequential combination of node buffers up to their respective offsets.
---"
6367667d1a6d9265ec017401,unescapeJava,"public static String unescapeJava(String str) throws Exception {
  if (str == null) {
    return null;
  }
  StringWriter writer=new StringWriter(str.length());
  unescapeJava(writer,str);
  return writer.toString();
}
","/** 
 * <p>Unescapes any Java literals found in the <code>String</code>. For example, it will turn a sequence of <code>'\'</code> and <code>'n'</code> into a newline character, unless the <code>'\'</code> is preceded by another <code>'\'</code>.</p>
 * @param str the <code>String</code> to unescape, may be null
 * @return a new unescaped <code>String</code>, <code>null</code> if null string input
 */
",Unescapes Java that found in the String.,Decodes a string with Java escape sequences into unescaped characters.,"The function `unescapeJava` converts Unicode escape sequences and other Java escape sequences (like `\\n`, `\\t`, etc.) found in the input string into their respective unescaped characters; it writes the unescaped result to a `StringWriter` and returns the resulting string.",`public static String unescapeJava(String str) throws Exception` - Takes a single parameter `str` of type `String` and returns an unescaped `String`; may throw an `Exception` during processing.,"- Typical usage: Input: `""Hello\\nWorld""`; Output: `""Hello\nWorld""`
   - Boundary edge case: Input: `null`; Output: `null`
   - Special or unusual case: Input: `""\\u0041""`; Output: `""A""`","- Preconditions: The input `str` can be any string, including `null`.
   - Postconditions: Returns the decoded string with all recognized escape sequences replaced by their corresponding characters. The function may throw exceptions if it encounters issues during decoding.
---
```"
636766f01a6d9265ec01763e,javaCharset,"private static String javaCharset(String charset){
  if (charset == null) {
    return null;
  }
  String mappedCharset=MIME2JAVA.get(charset.toLowerCase(Locale.ENGLISH));
  if (mappedCharset == null) {
    return charset;
  }
  return mappedCharset;
}
","/** 
 * Translate a MIME standard character set name into the Java equivalent.
 * @param charset The MIME standard name.
 * @return The Java equivalent for this name.
 */
",Translate a MIME standard charset name into the Java equivalent.,Maps a character set name to its Java equivalent or returns it unchanged.,"The function takes a character set name as input, converts it to lowercase, and checks a mapping hash table (MIME2JAVA) to find its Java equivalent. If a mapping exists, it returns the mapped Java charset name; otherwise, it returns the original charset name. If the input charset is null, it simply returns null.",The function takes a single String parameter 'charset' and returns a String.,"- Typical usage: `javaCharset(""UTF-8"")` might return ""UTF8"".
   - Boundary edge case: `javaCharset(null)` returns `null`.
   - Special or unusual case: `javaCharset(""unknown-charset"")` returns ""unknown-charset"".","- Preconditions: `charset` can be any string, including null.
   - Postconditions: Returns either a mapped Java charset, the input charset itself if not mapped, or null if the input was null.
---
```"
6367676a1a6d9265ec0181bf,quoteIfString,"public static Object quoteIfString(Object obj){
  return (obj instanceof String ? quote((String)obj) : obj);
}
","/** 
 * Turn the given Object into a String with single quotes if it is a String; keeping the Object as-is else.
 * @param obj the input Object (e.g. ""myString"")
 * @return the quoted String (e.g. ""'myString'""),or the input object as-is if not a String
 */
",Check whether an obj variable is of the String type.,"Return a quoted string if input is a string, otherwise return the input as is.","The function checks if the input object is an instance of a String; if it is, it converts it into a quoted string using the `quote` function and returns it. If not, it returns the object unchanged.",`quoteIfString(Object obj)` takes a single parameter `obj` of type Object and returns an Object.,"- Typical usage: 
     - Input: ""hello"" 
     - Output: ""\""hello\""""
   - Boundary edge case: 
     - Input: 42 
     - Output: 42
   - Special or unusual case: 
     - Input: null 
     - Output: null","- Preconditions: `obj` can be any object, including strings, numbers, or even null.
   - Postconditions: The output maintains the type of the input, except when the input is a string, which it returns as a quoted string.
---
```"
636767501a6d9265ec017e86,previousNode,"@Override public ListNode<E> previousNode(){
  checkForComodification();
  if (!hasPrevious()) {
    throw new NoSuchElementException();
  }
  last=next=next.prev;
  nextIndex--;
  return last;
}
","/** 
 * {@inheritDoc}
 */
",Returns the previous ListNode.,Returns the previous list node in a bidirectional iteration.,"The function checks for concurrent modifications, ensures there is a previous node, updates `next` and `last` to reference the previous node, decrements the `nextIndex`, and returns the last accessed node.",The function takes no parameters and returns a `ListNode<E>`.,"- A **typical usage**: If the list is [A, B, C] and `next` is at C, calling `previousNode()` returns B.
   - A **boundary edge case**: If `next` is at the start of the list, calling `previousNode()` throws a `NoSuchElementException`.
   - A **special or unusual case**: If the list is empty, calling `previousNode()` throws a `NoSuchElementException`.","- Preconditions: The list must have at least one previous element to move to.
   - Postconditions: The index is moved back by one, reflecting the previous node's position.
---"
636766f21a6d9265ec017667,readShort,"public short readShort(final int offset){
  byte[] classBuffer=classFileBuffer;
  return (short)(((classBuffer[offset] & 0xFF) << 8) | (classBuffer[offset + 1] & 0xFF));
}
","/** 
 * Reads a signed short value in this  {@link ClassReader}. <i>This method is intended for  {@link Attribute} sub classes, and is normally not needed by class generators or adapters.</i>
 * @param offset the start offset of the value to be read in this {@link ClassReader}.
 * @return the read value.
 */
",Read a short value from classFileBuffer,Extracts a short integer from a byte array at a specified offset.,"The function reads two consecutive bytes starting at the given offset from the `classFileBuffer` byte array, combines them into a short integer using big-endian byte order (most significant byte first), and returns the resultant short.",The function accepts an integer parameter `offset` specifying the starting position in the byte array and returns a short integer.,"- Typical usage: With `classFileBuffer` being `[0x00, 0x10, 0x00, 0x20]`, `readShort(0)` returns `16` (0x0010).
   - Boundary edge case: With `classFileBuffer` being `[0xFF, 0xFF]`, `readShort(0)` returns `-1` (0xFFFF).
   - Special case: With `classFileBuffer` being `[0x7F, 0xFF]`, `readShort(0)` returns `32767` (0x7FFF).","- Preconditions: `offset` must be within bounds such that `offset + 1` is a valid index in `classFileBuffer`; `classFileBuffer` must be initialized.
   - Postconditions: Returns a short integer representation of two bytes starting at the given offset using big-endian order.
---
```"
636767031a6d9265ec0178ef,copyArrayGrow1,"private static Object copyArrayGrow1(final Object array,final Class<?> newArrayComponentType){
  if (array != null) {
    int arrayLength=Array.getLength(array);
    Object newArray=Array.newInstance(array.getClass().getComponentType(),arrayLength + 1);
    System.arraycopy(array,0,newArray,0,arrayLength);
    return newArray;
  }
  return Array.newInstance(newArrayComponentType,1);
}
","/** 
 * Returns a copy of the given array of size 1 greater than the argument. The last value of the array is left to the default value.
 * @param array The array to copy, must not be <code>null</code>.
 * @param newArrayComponentType If <code>array</code> is <code>null</code>, create asize 1 array of this type.
 * @return A new copy of the array of size 1 greater than the input.
 */
",Copy the given array and add a default value at the end.,Creates a new array by copying and expanding an existing array by one element.,"The function checks if the input array is non-null, calculates its length, creates a new array of the same component type with one additional element, and copies all elements from the old array to the new one, leaving the last new element uninitialized or null. If the input array is null, it creates a new single-element array of the specified component type.","Parameters: `Object array` (input array to be copied and expanded), `Class<?> newArrayComponentType` (the component type for the new array if input is null); Return type: `Object` (a new array with one additional slot).","- Typical usage:  
     Input: `copyArrayGrow1(new int[]{1, 2, 3}, int.class)`  
     Output: `[1, 2, 3, 0]`
   - Boundary edge case:  
     Input: `copyArrayGrow1(new int[0], int.class)`  
     Output: `[0]`
   - Special or unusual case:  
     Input: `copyArrayGrow1(null, String.class)`  
     Output: `[null]`","- Preconditions: If the array is not null, it must be a valid array object; `newArrayComponentType` is used if the input array is null.
   - Postconditions: The returned array has the same contents as the input, with an uninitialized extra element; if input is null, output is a single-element array of the specified type.  
---
```"
636767611a6d9265ec018116,intersection,"private Set<V> intersection(Set<V> set1,Set<V> set2){
  Set<V> a;
  Set<V> b;
  if (set1.size() <= set2.size()) {
    a=set1;
    b=set2;
  }
 else {
    a=set2;
    b=set1;
  }
  return a.stream().filter(b::contains).collect(Collectors.toSet());
}
","/** 
 * Efficient way to compute the intersection between two sets
 * @param set1 set $1$
 * @param set2 set $2$
 * @return intersection of set $1$ and $2$
 */
",Return the intersection between two sets.,Finds the intersection of two sets and returns it.,"The function takes two sets, determines the smaller one to minimize iteration cost, and returns a new set containing elements present in both sets by filtering one set's elements that exist in the other set.","The function accepts two sets, `set1` and `set2`, both of generic type `V`, and returns a set of type `V`.","- Typical usage: Input: `set1 = {1, 2, 3}, set2 = {2, 3, 4}`; Output: `{2, 3}`
   - Boundary edge case: Input: `set1 = {}, set2 = {1, 2, 3}`; Output: `{}`
   - Special case: Input: `set1 = {1, 2, 3}, set2 = {}`; Output: `{}`","- Preconditions: Both input sets can contain any type of object, and either or both sets can be empty.
   - Postconditions: The returned set contains only those elements that exist in both input sets; if there are no common elements, the result is an empty set.
---"
636766f71a6d9265ec017730,toNoNullStringArray,"static String[] toNoNullStringArray(Collection<?> collection){
  if (collection == null) {
    return ArrayUtils.EMPTY_STRING_ARRAY;
  }
  return toNoNullStringArray(collection.toArray());
}
","/** 
 * Converts the given Collection into an array of Strings. The returned array does not contain <code>null</code> entries. Note that  {@link Arrays#sort(Object[])} will throw an {@link NullPointerException} if an array element is <code>null</code>.
 * @param collection The collection to convert
 * @return A new array of Strings.
 */
","If collection is null, convert collection to EMPTY_STRING_ARRAY. Otherwise, convert collection to an array of strings and return the array. ???",Converts a collection to a string array with no null values.,"The function converts a given collection to a string array, replacing any null collection with an empty string array; it utilizes an overloaded method for conversion.",The function takes a Collection<?> as input and returns a String[].,"- Typical usage: `toNoNullStringArray(Arrays.asList(""a"", ""b"", null))` returns `[""a"", ""b"", """"]`.
   - Boundary edge case: `toNoNullStringArray(null)` returns `[]`.
   - Special case: `toNoNullStringArray(Collections.singletonList(""test""))` returns `[""test""]`.","The input can be any collection type or null; the output is a non-null string array without null elements.
---
```"
636767081a6d9265ec0179a2,isAllZeros,"private static boolean isAllZeros(String s){
  if (s == null) {
    return true;
  }
  for (int i=s.length() - 1; i >= 0; i--) {
    if (s.charAt(i) != '0') {
      return false;
    }
  }
  return s.length() > 0;
}
","/** 
 * <p>Utility method for  {@link #createNumber(String)}.</p> <p>Returns <code>true</code> if s is <code>null</code>.</p>
 * @param s the String to check
 * @return if it is all zeros or <code>null</code>
 */
",Check whether a character string is all consist of zero. ,Checks if a string is null or consists entirely of zero characters.,"The function returns `true` if the input string is `null` or contains only the character '0'. It iterates through the string, verifying each character is '0', and returns `false` if it encounters any non-'0' character.",The function takes a String `s` as a parameter and returns a boolean value.,"- Typical usage: `isAllZeros(""000"")` returns `true`.
   - Boundary edge case: `isAllZeros("""")` returns `false`.
   - Special case: `isAllZeros(null)` returns `true`.","- Preconditions: Input can be a `null` string or any valid string.
   - Postconditions: Returns `true` if the string is `null` or composed solely of zero characters; `false` otherwise.
---
```"
636767e01a6d9265ec018764,convertProperties,"private JsonObject convertProperties(List<KeyStringValuePair> properties){
  final JsonObject result=new JsonObject();
  for (  KeyStringValuePair kv : properties) {
    result.addProperty(kv.getKey(),kv.getValue());
  }
  return result;
}
","/** 
 * Convert process properties to source data
 */
",Convert process properties to the JsonObject.,Converts a list of key-value pairs to a JSON object.,"The function iterates over a list of KeyStringValuePair objects, extracting the key and value from each and adding them as a property to a JsonObject, which is then returned.",The function takes a List of KeyStringValuePair objects and returns a JsonObject.,"- Typical usage: Input: [KeyStringValuePair(""name"", ""John""), KeyStringValuePair(""age"", ""30"")] Output: {""name"":""John"",""age"":""30""}
   - Boundary edge case: Input: [] Output: {}
   - Special case: Input: [KeyStringValuePair("""", ""emptyKey"")] Output: {"""":""emptyKey""}","- Preconditions: Input is a list of KeyStringValuePair objects where getKey() and getValue() return non-null string values.
   - Postconditions: Returns a JsonObject with string keys and values derived from input list.
---
```"
636766ff1a6d9265ec017853,readLabel,"protected Label readLabel(final int bytecodeOffset,final Label[] labels){
  if (labels[bytecodeOffset] == null) {
    labels[bytecodeOffset]=new Label();
  }
  return labels[bytecodeOffset];
}
","/** 
 * Returns the label corresponding to the given bytecode offset. The default implementation of this method creates a label for the given offset if it has not been already created.
 * @param bytecodeOffset a bytecode offset in a method.
 * @param labels the already created labels, indexed by their offset. If a label already existsfor bytecodeOffset this method must not create a new one. Otherwise it must store the new label in this array.
 * @return a non null Label, which must be equal to labels[bytecodeOffset].
 */
","Return the label by the given bytecode offset if it has been created. Otherwise, creat a new label and return it.",Retrieves or initializes a Label object at a specified index in an array of Labels.,"The function checks if there is a Label object at the given bytecodeOffset in the labels array; if not, it creates a new Label object and assigns it to that position, then returns the Label.","(int bytecodeOffset, Label[] labels) -> Label","- Typical usage: 
     - Input: bytecodeOffset = 2, labels = [label1, null, label3]
     - Output: label3
   - Boundary edge case: 
     - Input: bytecodeOffset = 0, labels = [null, label2, label3]
     - Output: new Label()
   - Special or unusual case:
     - Input: bytecodeOffset = 1, labels = [label1, null]
     - Output: new Label()","- Preconditions: `bytecodeOffset` must be within the bounds of the `labels` array.
   - Postconditions: The function ensures that `labels[bytecodeOffset]` is not null and returns a reference to the Label at that position.
---
```"
6367677d1a6d9265ec0182fd,toBoolean,"public static boolean toBoolean(String value,boolean dEfault){
  if (value == null)   return dEfault;
  String trimmedVal=value.trim();
  if (""true"".equalsIgnoreCase(trimmedVal))   return true;
  if (""false"".equalsIgnoreCase(trimmedVal))   return false;
  return dEfault;
}
","/** 
 * If <code>value</code> is ""true"", then <code>true</code> is returned. If <code>value</code> is ""false"", then <code>true</code> is returned. Otherwise, <code>default</code> is returned. <p>Case of value is unimportant.  
 */
","Check whether a string is true or false after ignore cases and trim the whitespaces at both ends. If so, its boolean value is returned. Otherwise, dEfault is returned.",Converts a string to a boolean or returns a default value.,"The function checks if the input string `value` is `""true""` or `""false""` (case-insensitive), returning the corresponding boolean; if `value` is null or not a valid boolean string, it returns the provided `dEfault` boolean value.",The function takes a `String` named `value` and a `boolean` named `dEfault` as parameters and returns a `boolean`.,"- Typical usage: `toBoolean(""true"", false)` results in `true`.
   - Boundary edge case: `toBoolean(null, true)` results in `true`.
   - Special case: `toBoolean(""yes"", false)` results in `false`.","- Preconditions: `value` can be any string or null; `dEfault` is a boolean.
   - Postconditions: Returns `true` if `value` is `""true""`, `false` if `value` is `""false""`, otherwise returns `dEfault`.
---
```"
6367676a1a6d9265ec0181cd,trimLeadingWhitespace,"public static String trimLeadingWhitespace(String str){
  if (!hasLength(str)) {
    return str;
  }
  StringBuilder sb=new StringBuilder(str);
  while (sb.length() > 0 && Character.isWhitespace(sb.charAt(0))) {
    sb.deleteCharAt(0);
  }
  return sb.toString();
}
","/** 
 * Trim leading whitespace from the given String.
 * @param str the String to check
 * @return the trimmed String
 * @see java.lang.Character#isWhitespace
 */
",Trim the leading whitespaces in a string.,Removes leading whitespace from a string.,"The function iterates over the input string and removes spaces and tabs from the start until finding a non-whitespace character, then returns the trimmed string.",The function accepts a single String argument `str` and returns a String.,"- Typical usage: `""  hello world""` -> `""hello world""`
   - Boundary edge case: `""""` -> `""""`
   - Special or unusual case: `""\n\t leading and trailing \n""` -> `""leading and trailing \n""`","- Preconditions: The input should be a valid String (can be empty).
   - Postconditions: Returns a string with all leading whitespace removed.
---
```"
636766fe1a6d9265ec01782a,readUtf,"final String readUtf(final int constantPoolEntryIndex,final char[] charBuffer){
  String value=constantUtf8Values[constantPoolEntryIndex];
  if (value != null) {
    return value;
  }
  int cpInfoOffset=cpInfoOffsets[constantPoolEntryIndex];
  return constantUtf8Values[constantPoolEntryIndex]=readUtf(cpInfoOffset + 2,readUnsignedShort(cpInfoOffset),charBuffer);
}
","/** 
 * Reads a CONSTANT_Utf8 constant pool entry in  {@link #classFileBuffer}.
 * @param constantPoolEntryIndex the index of a CONSTANT_Utf8 entry in the class's constant pooltable.
 * @param charBuffer the buffer to be used to read the string. This buffer must be sufficientlylarge. It is not automatically resized.
 * @return the String corresponding to the specified CONSTANT_Utf8 entry.
 */
",Read a CONSTANT_Utf8 constant pool entry in the classFileBuffer.,Retrieves a UTF-8 string value from a constant pool at a specified index.,"The function retrieves a UTF-8 encoded string from a constant pool if it is already cached; otherwise, it calculates the string value from the constant pool data using the given character buffer and stores it back in the cache for future access.",The function takes an integer constant pool entry index and a character array as parameters and returns a UTF-8 string.,"- **Typical usage:** If `constantPoolEntryIndex` 5 holds ""Hello"", `readUtf(5, charBuffer)` returns ""Hello"".
   - **Boundary edge case:** If `constantPoolEntryIndex` 0 points to an empty string, `readUtf(0, charBuffer)` returns """".
   - **Special case:** If `constantPoolEntryIndex` points to a null in `constantUtf8Values`, the function reads and caches the UTF-8 string anew.","Assumes `constantUtf8Values` and `cpInfoOffsets` arrays are correctly initialized and `constantPoolEntryIndex` is within bounds; updates `constantUtf8Values` when reading new UTF-8 strings.
---
```"
636766851a6d9265ec01751b,decodeHexNibble,"private static char decodeHexNibble(final char c){
  if ('0' <= c && c <= '9') {
    return (char)(c - '0');
  }
 else   if ('a' <= c && c <= 'f') {
    return (char)(c - 'a' + 10);
  }
 else   if ('A' <= c && c <= 'F') {
    return (char)(c - 'A' + 10);
  }
 else {
    return Character.MAX_VALUE;
  }
}
","/** 
 * Helper to decode half of a hexadecimal number from a string.
 * @param c The ASCII character of the hexadecimal number to decode.Must be in the range  {@code [0-9a-fA-F]}.
 * @return The hexadecimal value represented in the ASCII charactergiven, or  {@link Character#MAX_VALUE} if the character is invalid.
 */
",Convert a hexadecimal number to binary and return its character type.,Converts a hexadecimal character to its numeric value.,"The function accepts a single character, checks if it is a valid hexadecimal digit ('0'-'9', 'a'-'f', 'A'-'F'), and returns the corresponding numeric value as a character. If the character is not a valid hexadecimal digit, it returns the maximum possible character value.",The function takes a single character (`char c`) as input and returns a character (`char`) representing the numeric value.,"- Typical usage: Input 'A', Output '\n' (char value 10)
   - Boundary edge case: Input '0', Output '\0' (char value 0)
   - Special or unusual case: Input 'g', Output '￿' (char value 65535)","Input character is expected to be a single character. Valid hexadecimal characters return their numeric equivalent; otherwise, the function returns `Character.MAX_VALUE`.
---
```"
636766f21a6d9265ec01767d,toString,"public static String toString(Object object){
  return (object == null) ? null : object.toString();
}
","/** 
 * Object to String ,when null object then null else return toString(); 
 */
","Convert object to string  if the object is not null. Otherwise, null is returned.",Converts an object to its string representation or returns null if the object is null.,"The function checks if the provided object is null; if so, it returns null. Otherwise, it calls the object's `toString()` method and returns the resulting string representation.","The function takes one parameter: an `Object` named `object`, and it returns a `String`.","- Typical usage: `toString(new Integer(5))` returns `""5""`.
   - Boundary edge case: `toString(null)` returns `null`.
   - Special or unusual case: `toString(new Object())` returns a string like `""java.lang.Object@1b6d3586""`.","- Preconditions: The `object` parameter can be any object or null.
   - Postconditions: Returns a string if an object is provided, null if the input is null.
---"
