_id,name,code,docstring,human_label,one_line_summary,function_behavior,function_signature,examples,precond_postcond,candidate,exit_code,generated_by,predicted_exit_code
636766a81a6d9265ec01758e,nextPrime,"public static int nextPrime(int desiredCapacity){
  if (desiredCapacity >= largestPrime) {
    return largestPrime;
  }
  int i=Arrays.binarySearch(primeCapacities,desiredCapacity);
  if (i < 0) {
    i=-i - 1;
  }
  return primeCapacities[i];
}
","/** 
 * Returns a prime number which is <code>&gt;= desiredCapacity</code> and very close to <code>desiredCapacity</code> (within 11% if <code>desiredCapacity &gt;= 1000</code>).
 * @param desiredCapacity the capacity desired by the user.
 * @return the capacity which should be used for a hashtable.
 */
",Returns the element at the location specified by desiredCapacity in primeCapacities.,Finds the smallest prime greater than or equal to a given number.,"If the desired capacity is larger than or equal to the largest known prime, it returns the largest prime. Otherwise, it returns the next prime from a pre-sorted array.","@param desiredCapacity int: capacity for which to find the next prime.
   @return int: the next prime capacity.","10 -> 11 (10 < 11, next prime)
17 -> 17 (exact match)
100 -> 101 (next prime after 100)",Input is a non-negative integer; output is the smallest prime greater than or equal to the input.,"public static int nextPrime(int desiredCapacity){
  if (desiredCapacity >= largestPrime) {
    return largestPrime;
  }
  int i=Arrays.binarySearch(primeCapacities,desiredCapacity);
  if (i < 0) {
    i=-i - 1;
  }
  return primeCapacities[i];
}
",0,reference,1.0
636766a81a6d9265ec01758e,nextPrime,"public static int nextPrime(int desiredCapacity){
  if (desiredCapacity >= largestPrime) {
    return largestPrime;
  }
  int i=Arrays.binarySearch(primeCapacities,desiredCapacity);
  if (i < 0) {
    i=-i - 1;
  }
  return primeCapacities[i];
}
","/** 
 * Returns a prime number which is <code>&gt;= desiredCapacity</code> and very close to <code>desiredCapacity</code> (within 11% if <code>desiredCapacity &gt;= 1000</code>).
 * @param desiredCapacity the capacity desired by the user.
 * @return the capacity which should be used for a hashtable.
 */
",Returns the element at the location specified by desiredCapacity in primeCapacities.,Finds the smallest prime greater than or equal to a given number.,"If the desired capacity is larger than or equal to the largest known prime, it returns the largest prime. Otherwise, it returns the next prime from a pre-sorted array.","@param desiredCapacity int: capacity for which to find the next prime.
   @return int: the next prime capacity.","10 -> 11 (10 < 11, next prime)
17 -> 17 (exact match)
100 -> 101 (next prime after 100)",Input is a non-negative integer; output is the smallest prime greater than or equal to the input.,"public static int nextPrime(int desiredCapacity){
    while(true){
        if(isPrime(desiredCapacity)){
            return desiredCapacity;
        }
        desiredCapacity++;
    }
}",1,deepseek-coder-6.7b-instruct,
6367670a1a6d9265ec0179cf,toChar,"public static char toChar(final Character ch,final char defaultValue){
  if (ch == null) {
    return defaultValue;
  }
  return ch.charValue();
}
","/** 
 * <p>Converts the Character to a char handling <code>null</code>.</p> <pre> CharUtils.toChar(null, 'X') = 'X' CharUtils.toChar(' ', 'X')  = ' ' CharUtils.toChar('A', 'X')  = 'A' </pre>
 * @param ch  the character to convert
 * @param defaultValue  the value to use if the  Character is null
 * @return the char value of the Character or the default if null
 */
","Obtains the character value of ch. If ch is null, defaultValue is returned.",Converts a nullable Character to a char using a default if null.,Returns the char value of a Character object or a specified default value if the Character is null.,"@param ch Character: Nullable Character object
   @param defaultValue char: Default character if ch is null
   @return char: Char value or default if null","'A', 'X' -> 'A' (returns char value of Character)
null, 'X' -> 'X' (returns default value when null)","Input Character may be null, output is always a non-null char.","public static char toChar(final Character ch, final char defaultValue) {
    return (ch == null) ? defaultValue : ch;
}",0,Qwen2.5-Coder-7B-Instruct,1.0
6367670a1a6d9265ec0179cf,toChar,"public static char toChar(final Character ch,final char defaultValue){
  if (ch == null) {
    return defaultValue;
  }
  return ch.charValue();
}
","/** 
 * <p>Converts the Character to a char handling <code>null</code>.</p> <pre> CharUtils.toChar(null, 'X') = 'X' CharUtils.toChar(' ', 'X')  = ' ' CharUtils.toChar('A', 'X')  = 'A' </pre>
 * @param ch  the character to convert
 * @param defaultValue  the value to use if the  Character is null
 * @return the char value of the Character or the default if null
 */
","Obtains the character value of ch. If ch is null, defaultValue is returned.",Converts a nullable Character to a char using a default if null.,Returns the char value of a Character object or a specified default value if the Character is null.,"@param ch Character: Nullable Character object
   @param defaultValue char: Default character if ch is null
   @return char: Char value or default if null","'A', 'X' -> 'A' (returns char value of Character)
null, 'X' -> 'X' (returns default value when null)","Input Character may be null, output is always a non-null char.","public static char toChar(final Character ch, final char defaultValue){
  return ch.charValue();
}",1,manual_injection,1.0
6367676b1a6d9265ec0181e2,findFirstMatch,"public static Object findFirstMatch(Collection source,Collection candidates){
  if (isEmpty(source) || isEmpty(candidates)) {
    return null;
  }
  for (  Object candidate : candidates) {
    if (source.contains(candidate)) {
      return candidate;
    }
  }
  return null;
}
","/** 
 * Return the first element in '<code>candidates</code>' that is contained in '<code>source</code>'. If no element in '<code>candidates</code>' is present in '<code>source</code>' returns <code>null</code>. Iteration order is {@link Collection} implementation specific.
 * @param source the source Collection
 * @param candidates the candidates to search for
 * @return the first present object, or <code>null</code> if not found
 */
",Returns the first element in candidates that matches the source.,Returns the first matching element from two collections.,It finds and returns the first object in the 'candidates' collection that is also present in the 'source' collection.,"@param source Collection: Collection to check against.
   @param candidates Collection: Collection to find matches from.
   @return Object: The first matching element or null if no match.","[1,2,3], [3,4,5] -> 3 (First match found in both)
[""a"",""b""], [""c"",""d""] -> null (No matches present)
[null], [null] -> null (null considered a non-match)","Collections are non-null, may contain nulls; function returns null if either collection is empty or no matches are found.","public static Object findFirstMatch(Collection<?> source, Collection<?> candidates) {
    if (source == null || candidates == null) {
        return null;
    }
    for (Object candidate : candidates) {
        if (source.contains(candidate)) {
            return candidate;
        }
    }
    return null;
}",0,Phi-3-mini-4k-instruct,1.0
6367676b1a6d9265ec0181e2,findFirstMatch,"public static Object findFirstMatch(Collection source,Collection candidates){
  if (isEmpty(source) || isEmpty(candidates)) {
    return null;
  }
  for (  Object candidate : candidates) {
    if (source.contains(candidate)) {
      return candidate;
    }
  }
  return null;
}
","/** 
 * Return the first element in '<code>candidates</code>' that is contained in '<code>source</code>'. If no element in '<code>candidates</code>' is present in '<code>source</code>' returns <code>null</code>. Iteration order is {@link Collection} implementation specific.
 * @param source the source Collection
 * @param candidates the candidates to search for
 * @return the first present object, or <code>null</code> if not found
 */
",Returns the first element in candidates that matches the source.,Returns the first matching element from two collections.,It finds and returns the first object in the 'candidates' collection that is also present in the 'source' collection.,"@param source Collection: Collection to check against.
   @param candidates Collection: Collection to find matches from.
   @return Object: The first matching element or null if no match.","[1,2,3], [3,4,5] -> 3 (First match found in both)
[""a"",""b""], [""c"",""d""] -> null (No matches present)
[null], [null] -> null (null considered a non-match)","Collections are non-null, may contain nulls; function returns null if either collection is empty or no matches are found.","public static Object findFirstMatch(Collection source,Collection candidates){
Object match = null;
Iterator iter = candidates.iterator();
while (match == null && iter.hasNext()) {
match = iter.next();
if (match == null) continue;
if (source.contains(match))
return match;
}
return null;
}",1,CodeLlama-7b-Instruct-hf,1.0
6367676b1a6d9265ec0181ee,trimTrailingWhitespace,"public static String trimTrailingWhitespace(String str){
  if (!hasLength(str)) {
    return str;
  }
  StringBuilder sb=new StringBuilder(str);
  while (sb.length() > 0 && Character.isWhitespace(sb.charAt(sb.length() - 1))) {
    sb.deleteCharAt(sb.length() - 1);
  }
  return sb.toString();
}
","/** 
 * Trim trailing whitespace from the given String.
 * @param str the String to check
 * @return the trimmed String
 * @see java.lang.Character#isWhitespace
 */
",Trim the end space of the str.,Trims trailing whitespace from a string.,The function iteratively removes whitespace characters from the end of a given string until no whitespace remains.,@return String: The input string without trailing whitespace.,"""hello "" -> ""hello"" (removes trailing space)
"" world\t"" -> "" world"" (removes trailing tab)
""example"" -> ""example"" (no change)","Input string can be null, resulting string will have no trailing whitespace.","public static String trimTrailingWhitespace(String str){
        if (str == null || str.length() == 0) {
            return str;
        }
        int endIndex = str.length() - 1;
        while (endIndex >= 0 && str.charAt(endIndex) == ' ') {
            endIndex--;
        }
        return str.substring(0, endIndex + 1);
    }",0,Qwen2.5-Coder-7B-Instruct,1.0
6367676b1a6d9265ec0181ee,trimTrailingWhitespace,"public static String trimTrailingWhitespace(String str){
  if (!hasLength(str)) {
    return str;
  }
  StringBuilder sb=new StringBuilder(str);
  while (sb.length() > 0 && Character.isWhitespace(sb.charAt(sb.length() - 1))) {
    sb.deleteCharAt(sb.length() - 1);
  }
  return sb.toString();
}
","/** 
 * Trim trailing whitespace from the given String.
 * @param str the String to check
 * @return the trimmed String
 * @see java.lang.Character#isWhitespace
 */
",Trim the end space of the str.,Trims trailing whitespace from a string.,The function iteratively removes whitespace characters from the end of a given string until no whitespace remains.,@return String: The input string without trailing whitespace.,"""hello "" -> ""hello"" (removes trailing space)
"" world\t"" -> "" world"" (removes trailing tab)
""example"" -> ""example"" (no change)","Input string can be null, resulting string will have no trailing whitespace.","public static String trimTrailingWhitespace(String str){
	StringBuffer buf = new StringBuffer(str);
	int i = buf.length() - 1;
	// Loop back until we hit a non-space character.
	while(i > 0 && (buf.charAt(i) == ' ' || buf.charAt(i) == '\t' || buf.charAt(i) == '\r' || buf.charAt(i) == '\n')){
		i--;
	}

	buf.setLength(i + 1);
	return buf.toString();
}",1,CodeLlama-7b-Instruct-hf,1.0
636767dc1a6d9265ec0186cb,init,"public void init(){
  File dist=new File(analyzeResultDist);
  if (!dist.exists()) {
    dist.mkdirs();
    return;
  }
  if (dist.isFile()) {
    throw new IllegalArgumentException(analyzeResultDist + "" must be a directory"");
  }
}
","/** 
 * initialize config, such as check dist path
 */
",Initializes a directory.,Initializes a directory for analysis results.,Creates the directory if it doesn't exist; throws an exception if the path is a file.,@throws IllegalArgumentException: If analyzeResultDist is a file instead of a directory.,"nonexistent_path -> creates directory (creates directory)
existent_directory_path -> does nothing (directory exists, no action)
existent_file_path -> throws IllegalArgumentException (path is a file)",Path must either not exist or be a directory; postcondition is a ready-to-use directory or an exception if invalid.,"public void init(){
  File dist=new File(analyzeResultDist);
  if (!dist.exists()) {
    dist.mkdirs();
    return;
  }
  if (dist.isFile()) {
    throw new IllegalArgumentException(analyzeResultDist + "" must be a directory"");
  }
}
",0,reference,1.0
636767dc1a6d9265ec0186cb,init,"public void init(){
  File dist=new File(analyzeResultDist);
  if (!dist.exists()) {
    dist.mkdirs();
    return;
  }
  if (dist.isFile()) {
    throw new IllegalArgumentException(analyzeResultDist + "" must be a directory"");
  }
}
","/** 
 * initialize config, such as check dist path
 */
",Initializes a directory.,Initializes a directory for analysis results.,Creates the directory if it doesn't exist; throws an exception if the path is a file.,@throws IllegalArgumentException: If analyzeResultDist is a file instead of a directory.,"nonexistent_path -> creates directory (creates directory)
existent_directory_path -> does nothing (directory exists, no action)
existent_file_path -> throws IllegalArgumentException (path is a file)",Path must either not exist or be a directory; postcondition is a ready-to-use directory or an exception if invalid.,"public static void main(String[] args) {
        String dir = ""C:/test_directory"";
        initializeDirectory(dir);
    }",1,deepseek-coder-6.7b-instruct,1.0
636767a31a6d9265ec018552,readString,"@Override public String readString() throws IOException {
  final int size=readRawVarint32();
  if (size <= (bufferSize - bufferPos) && size > 0) {
    final String result=STRING.deser(buffer,bufferPos,size);
    bufferPos+=size;
    return result;
  }
 else {
    return STRING.deser(readRawBytes(size));
  }
}
","/** 
 * Read a  {@code string} field value from the stream.
 */
",Read string from a buffer.,Utility to read and deserialize strings from a byte buffer.,"Reads a variable-length integer to get the byte size of a string, then deserializes and returns the string using a buffer or reads raw bytes.","@return String: The deserialized string from the byte buffer.
@throws IOException: If there's an issue reading bytes from the buffer.","input buffer with ""Hello"" -> ""Hello"" (buffer has string size)
input buffer with ""World!"" -> ""World!"" (buffer lacking fixed size)","Requires non-negative size that does not exceed buffer limits, returns a valid deserialized string.","@Override public String readString() throws IOException {
  final int size=readRawVarint32();
  if (size <= (bufferSize - bufferPos) && size > 0) {
    final String result=STRING.deser(buffer,bufferPos,size);
    bufferPos+=size;
    return result;
  }
 else {
    return STRING.deser(readRawBytes(size));
  }
}
",0,reference,1.0
636767a31a6d9265ec018552,readString,"@Override public String readString() throws IOException {
  final int size=readRawVarint32();
  if (size <= (bufferSize - bufferPos) && size > 0) {
    final String result=STRING.deser(buffer,bufferPos,size);
    bufferPos+=size;
    return result;
  }
 else {
    return STRING.deser(readRawBytes(size));
  }
}
","/** 
 * Read a  {@code string} field value from the stream.
 */
",Read string from a buffer.,Utility to read and deserialize strings from a byte buffer.,"Reads a variable-length integer to get the byte size of a string, then deserializes and returns the string using a buffer or reads raw bytes.","@return String: The deserialized string from the byte buffer.
@throws IOException: If there's an issue reading bytes from the buffer.","input buffer with ""Hello"" -> ""Hello"" (buffer has string size)
input buffer with ""World!"" -> ""World!"" (buffer lacking fixed size)","Requires non-negative size that does not exceed buffer limits, returns a valid deserialized string.","@Override public String readString() throws IOException {
    StringBuilder stringBuilder = new StringBuilder();
    int character;
    while ((character = buffer.read()) != -1) {
        stringBuilder.append((char) character);
    }
    return stringBuilder.toString();
}",1,Phi-3-mini-4k-instruct,1.0
636767a61a6d9265ec0185b7,digitValue,"private static int digitValue(final char c){
  if ('0' <= c && c <= '9') {
    return c - '0';
  }
 else   if ('a' <= c && c <= 'z') {
    return c - 'a' + 10;
  }
 else {
    return c - 'A' + 10;
  }
}
","/** 
 * Interpret a character as a digit (in any base up to 36) and return the numeric value. This is like {@code Character.digit()} but we don't accept non-ASCII digits.
 */
",Obtains the number corresponding to the character c.,Converts a char to its numeric value.,"The function converts a digit or letter to a numeric value; digits '0'-'9' map to 0-9, lowercase 'a'-'z' and uppercase 'A'-'Z' map to 10-35.","@param c char: The character to convert
   @return int: The numeric value of the character","'3' -> 3 (digit '3' to its numeric value)
'b' -> 11 (lowercase 'b' to its numeric value)
'G' -> 16 (uppercase 'G' to its numeric value)",Input is a single alphanumeric character; output is its corresponding numeric value.,"private static int digitValue(final char c){
  if ('0' <= c && c <= '9') {
    return c - '0';
  }
 else   if ('a' <= c && c <= 'z') {
    return c - 'a' + 10;
  }
 else {
    return c - 'A' + 10;
  }
}
",0,reference,1.0
636767a61a6d9265ec0185b7,digitValue,"private static int digitValue(final char c){
  if ('0' <= c && c <= '9') {
    return c - '0';
  }
 else   if ('a' <= c && c <= 'z') {
    return c - 'a' + 10;
  }
 else {
    return c - 'A' + 10;
  }
}
","/** 
 * Interpret a character as a digit (in any base up to 36) and return the numeric value. This is like {@code Character.digit()} but we don't accept non-ASCII digits.
 */
",Obtains the number corresponding to the character c.,Converts a char to its numeric value.,"The function converts a digit or letter to a numeric value; digits '0'-'9' map to 0-9, lowercase 'a'-'z' and uppercase 'A'-'Z' map to 10-35.","@param c char: The character to convert
   @return int: The numeric value of the character","'3' -> 3 (digit '3' to its numeric value)
'b' -> 11 (lowercase 'b' to its numeric value)
'G' -> 16 (uppercase 'G' to its numeric value)",Input is a single alphanumeric character; output is its corresponding numeric value.,"private static int digitValue(final char c) {
    if (c >= '0' && c <= '9') {
        return c - '0';
    } else {
        throw new IllegalArgumentException(""Input character is not a valid digit."");
    }
}",1,Qwen2.5-Coder-7B-Instruct,1.0
636767e01a6d9265ec018755,buildContent,"private Map<String,Object> buildContent(JsonObject jsonObject){
  Map<String,Object> content=new HashMap<>();
  content.put(""msg_type"",jsonObject.get(""msg_type"").getAsString());
  if (jsonObject.get(""ats"") != null) {
    String ats=jsonObject.get(""ats"").getAsString();
    String text=jsonObject.get(""content"").getAsJsonObject().get(""text"").getAsString();
    List<String> collect=Arrays.stream(ats.split("","")).map(String::trim).collect(Collectors.toList());
    for (    String userId : collect) {
      text+=""<at user_id=\"""" + userId + ""\""></at>"";
    }
    jsonObject.get(""content"").getAsJsonObject().addProperty(""text"",text);
  }
  content.put(""content"",jsonObject.get(""content"").getAsJsonObject());
  return content;
}
","/** 
 * build content,if it has ats someone set the ats
 */
","Put the ""content"" from the  jsonObject to the content.",Constructs a content map from a JSON object.,"The function extracts ""msg_type"" and a modified ""content"" from a JsonObject, adding <at> tags for user IDs found in the ""ats"" field.","@param jsonObject JsonObject: The input JSON object containing the required fields.
   @return Map<String,Object>: A map with keys ""msg_type"" and ""content"".","{""msg_type"":""text"",""ats"":""1,2,3"",""content"":{""text"":""Hello""}} -> {""msg_type"":""text"",""content"":{""text"":""Hello<at user_id=\""1\""></at><at user_id=\""2\""></at><at user_id=\""3\""></at>""}}
   {""msg_type"":""text"",""ats"":null,""content"":{""text"":""Hello""}} -> {""msg_type"":""text"",""content"":{""text"":""Hello""}}
   {""msg_type"":""image"",""content"":{""url"":""image_url""}} -> {""msg_type"":""image"",""content"":{""url"":""image_url""}}","Assumes valid JsonObject input and modifies the ""content"" field with user ID mentions if ""ats"" is present.","private Map<String,Object> buildContent(JsonObject jsonObject){
  Map<String,Object> content=new HashMap<>();
  content.put(""msg_type"",jsonObject.get(""msg_type"").getAsString());
  if (jsonObject.get(""ats"") != null) {
    String ats=jsonObject.get(""ats"").getAsString();
    String text=jsonObject.get(""content"").getAsJsonObject().get(""text"").getAsString();
    List<String> collect=Arrays.stream(ats.split("","")).map(String::trim).collect(Collectors.toList());
    for (    String userId : collect) {
      text+=""<at user_id=\"""" + userId + ""\""></at>"";
    }
    jsonObject.get(""content"").getAsJsonObject().addProperty(""text"",text);
  }
  content.put(""content"",jsonObject.get(""content"").getAsJsonObject());
  return content;
}
",0,reference,1.0
636767e01a6d9265ec018755,buildContent,"private Map<String,Object> buildContent(JsonObject jsonObject){
  Map<String,Object> content=new HashMap<>();
  content.put(""msg_type"",jsonObject.get(""msg_type"").getAsString());
  if (jsonObject.get(""ats"") != null) {
    String ats=jsonObject.get(""ats"").getAsString();
    String text=jsonObject.get(""content"").getAsJsonObject().get(""text"").getAsString();
    List<String> collect=Arrays.stream(ats.split("","")).map(String::trim).collect(Collectors.toList());
    for (    String userId : collect) {
      text+=""<at user_id=\"""" + userId + ""\""></at>"";
    }
    jsonObject.get(""content"").getAsJsonObject().addProperty(""text"",text);
  }
  content.put(""content"",jsonObject.get(""content"").getAsJsonObject());
  return content;
}
","/** 
 * build content,if it has ats someone set the ats
 */
","Put the ""content"" from the  jsonObject to the content.",Constructs a content map from a JSON object.,"The function extracts ""msg_type"" and a modified ""content"" from a JsonObject, adding <at> tags for user IDs found in the ""ats"" field.","@param jsonObject JsonObject: The input JSON object containing the required fields.
   @return Map<String,Object>: A map with keys ""msg_type"" and ""content"".","{""msg_type"":""text"",""ats"":""1,2,3"",""content"":{""text"":""Hello""}} -> {""msg_type"":""text"",""content"":{""text"":""Hello<at user_id=\""1\""></at><at user_id=\""2\""></at><at user_id=\""3\""></at>""}}
   {""msg_type"":""text"",""ats"":null,""content"":{""text"":""Hello""}} -> {""msg_type"":""text"",""content"":{""text"":""Hello""}}
   {""msg_type"":""image"",""content"":{""url"":""image_url""}} -> {""msg_type"":""image"",""content"":{""url"":""image_url""}}","Assumes valid JsonObject input and modifies the ""content"" field with user ID mentions if ""ats"" is present.","private Map<String,Object> buildContent(JsonObject jsonObject){
  Map<String,Object> content = new HashMap<String,Object>();
  JsonElement g = jsonObject.get(""content"");
  if(g instanceof JsonObject)
  {
   JsonObject e = (JsonObject) g;
   Set<Entry<String, JsonElement>> eset = e.entrySet();
   Iterator<Entry<String,JsonElement>> it = eset.iterator();
   while(it.hasNext()){
   Entry<String, JsonElement> entry = it.next();
   String key = entry.getKey();
   Object value = entry.getValue();
   content.put(key,value);
   }
  }

  return content;
 }",1,CodeLlama-7b-Instruct-hf,1.0
636767a21a6d9265ec018517,toByteArray,"public final byte[] toByteArray(){
  LinkedBuffer node=head;
  int offset=0, len;
  final byte[] buf=new byte[size];
  do {
    if ((len=node.offset - node.start) > 0) {
      System.arraycopy(node.buffer,node.start,buf,offset,len);
      offset+=len;
    }
  }
 while ((node=node.next) != null);
  return buf;
}
","/** 
 * Returns a single byte array containg all the contents written to the buffer(s).
 */
",Copy bytes from LinkedBuffer and return.,Converts linked buffers to a single byte array.,This function copies data from a sequence of linked buffers into a new byte array and returns it.,@return byte[]: A byte array containing the concatenated data from all linked buffers.,"LinkedBuffer with data [1, 2] and [3, 4] -> [1, 2, 3, 4] (Concatenated output)
Single LinkedBuffer with data [5, 6] -> [5, 6] (Direct copy)
Empty LinkedBuffer sequence -> [] (Empty array)",Linked buffers are non-null; returns a contiguous byte array representing all data.,"public final byte[] toByteArray(){
  LinkedBuffer node=head;
  int offset=0, len;
  final byte[] buf=new byte[size];
  do {
    if ((len=node.offset - node.start) > 0) {
      System.arraycopy(node.buffer,node.start,buf,offset,len);
      offset+=len;
    }
  }
 while ((node=node.next) != null);
  return buf;
}
",0,reference,1.0
636767a21a6d9265ec018517,toByteArray,"public final byte[] toByteArray(){
  LinkedBuffer node=head;
  int offset=0, len;
  final byte[] buf=new byte[size];
  do {
    if ((len=node.offset - node.start) > 0) {
      System.arraycopy(node.buffer,node.start,buf,offset,len);
      offset+=len;
    }
  }
 while ((node=node.next) != null);
  return buf;
}
","/** 
 * Returns a single byte array containg all the contents written to the buffer(s).
 */
",Copy bytes from LinkedBuffer and return.,Converts linked buffers to a single byte array.,This function copies data from a sequence of linked buffers into a new byte array and returns it.,@return byte[]: A byte array containing the concatenated data from all linked buffers.,"LinkedBuffer with data [1, 2] and [3, 4] -> [1, 2, 3, 4] (Concatenated output)
Single LinkedBuffer with data [5, 6] -> [5, 6] (Direct copy)
Empty LinkedBuffer sequence -> [] (Empty array)",Linked buffers are non-null; returns a contiguous byte array representing all data.,"public final byte[] toByteArray(){
    byte[] result = new byte[count];
    int r = 0;
    for (int i = 0; i < count; i++) {
        result[r] = buf[i];
        r++;
    }
    return result;
}",1,CodeLlama-7b-Instruct-hf,1.0
6367667d1a6d9265ec017401,unescapeJava,"public static String unescapeJava(String str) throws Exception {
  if (str == null) {
    return null;
  }
  StringWriter writer=new StringWriter(str.length());
  unescapeJava(writer,str);
  return writer.toString();
}
","/** 
 * <p>Unescapes any Java literals found in the <code>String</code>. For example, it will turn a sequence of <code>'\'</code> and <code>'n'</code> into a newline character, unless the <code>'\'</code> is preceded by another <code>'\'</code>.</p>
 * @param str the <code>String</code> to unescape, may be null
 * @return a new unescaped <code>String</code>, <code>null</code> if null string input
 */
",Unescapes Java that found in the String.,Convert Java escape sequences in a string to actual characters.,"Transforms escape sequences (like \n, \t) in the input string to their respective characters, writing the result to a StringWriter.","@param str String: input string containing Java escape sequences
   @return String: string with escape sequences converted
   @throws Exception: if an error occurs during transformation","""Hello\\nWorld"" -> ""Hello\nWorld"" (newline converted)
""Tab\\tSeparated"" -> ""Tab\tSeparated"" (tab converted)
""\\\\"" -> ""\\"" (backslash preserved)",Input string may have escape sequences and the output will have them converted to respective characters.,"public static String unescapeJava(String str) throws Exception {
    if (str == null) {
        return null;
    }
    StringBuilder sb = new StringBuilder();
    boolean hadSlash = false;
    for (int i = 0; i < str.length(); i++) {
        char c = str.charAt(i);
        if (hadSlash) {
            if (c == 'n') sb.append('\n');
            else if (c == 't') sb.append('\t');
            else if (c == 'r') sb.append('\r');
            else if (c == 'b') sb.append('\b');
            else if (c == 'f') sb.append('\f');
            else if (c == '\\') sb.append('\\');
            else if (c == '\'') sb.append('\'');
            else if (c == '\""') sb.append('\""');
            else {
                sb.append('\\');
                sb.append(c);
            }
            hadSlash = false;
        } else {
            if (c == '\\') {
                hadSlash = true;
            } else {
                sb.append(c);
            }
        }
    }
    if (hadSlash) {
        sb.append('\\'); // Append the trailing backslash if it's the last character.
    }
    return sb.toString();
}",0,gpt-4-turbo,
6367667d1a6d9265ec017401,unescapeJava,"public static String unescapeJava(String str) throws Exception {
  if (str == null) {
    return null;
  }
  StringWriter writer=new StringWriter(str.length());
  unescapeJava(writer,str);
  return writer.toString();
}
","/** 
 * <p>Unescapes any Java literals found in the <code>String</code>. For example, it will turn a sequence of <code>'\'</code> and <code>'n'</code> into a newline character, unless the <code>'\'</code> is preceded by another <code>'\'</code>.</p>
 * @param str the <code>String</code> to unescape, may be null
 * @return a new unescaped <code>String</code>, <code>null</code> if null string input
 */
",Unescapes Java that found in the String.,Convert Java escape sequences in a string to actual characters.,"Transforms escape sequences (like \n, \t) in the input string to their respective characters, writing the result to a StringWriter.","@param str String: input string containing Java escape sequences
   @return String: string with escape sequences converted
   @throws Exception: if an error occurs during transformation","""Hello\\nWorld"" -> ""Hello\nWorld"" (newline converted)
""Tab\\tSeparated"" -> ""Tab\tSeparated"" (tab converted)
""\\\\"" -> ""\\"" (backslash preserved)",Input string may have escape sequences and the output will have them converted to respective characters.,"public static String unescapeJava(String str) throws Exception {
    return URLDecoder.decode(str, ""UTF-8"");
}",1,Qwen2.5-Coder-7B-Instruct,1.0
636766f01a6d9265ec01763e,javaCharset,"private static String javaCharset(String charset){
  if (charset == null) {
    return null;
  }
  String mappedCharset=MIME2JAVA.get(charset.toLowerCase(Locale.ENGLISH));
  if (mappedCharset == null) {
    return charset;
  }
  return mappedCharset;
}
","/** 
 * Translate a MIME standard character set name into the Java equivalent.
 * @param charset The MIME standard name.
 * @return The Java equivalent for this name.
 */
",Translate a MIME standard charset name into the Java equivalent.,Map MIME charset names to Java charset names.,Transforms a given charset name into its Java equivalent using a predefined mapping; returns the original if no mapping exists.,"@param charset String: The charset name to map.
@return String: The corresponding Java charset name or original.","""UTF-8"" -> ""UTF8"" (maps MIME to Java names)
""ISO-8859-1"" -> ""ISO8859_1"" (maps MIME to Java names)
""custom-charset"" -> ""custom-charset"" (no mapping exists)","Input charset may be null; mapped or original charset is returned, handle case insensitively.","private static String javaCharset(String charset){
  if (charset == null) {
    return null;
  }
  String mappedCharset=MIME2JAVA.get(charset.toLowerCase(Locale.ENGLISH));
  if (mappedCharset == null) {
    return charset;
  }
  return mappedCharset;
}
",0,reference,1.0
636766f01a6d9265ec01763e,javaCharset,"private static String javaCharset(String charset){
  if (charset == null) {
    return null;
  }
  String mappedCharset=MIME2JAVA.get(charset.toLowerCase(Locale.ENGLISH));
  if (mappedCharset == null) {
    return charset;
  }
  return mappedCharset;
}
","/** 
 * Translate a MIME standard character set name into the Java equivalent.
 * @param charset The MIME standard name.
 * @return The Java equivalent for this name.
 */
",Translate a MIME standard charset name into the Java equivalent.,Map MIME charset names to Java charset names.,Transforms a given charset name into its Java equivalent using a predefined mapping; returns the original if no mapping exists.,"@param charset String: The charset name to map.
@return String: The corresponding Java charset name or original.","""UTF-8"" -> ""UTF8"" (maps MIME to Java names)
""ISO-8859-1"" -> ""ISO8859_1"" (maps MIME to Java names)
""custom-charset"" -> ""custom-charset"" (no mapping exists)","Input charset may be null; mapped or original charset is returned, handle case insensitively.","private static String javaCharset(String charset){
        switch(charset.toLowerCase()){
            case ""utf-8"":
                return ""UTF-8"";
            case ""iso-8859-1"":
                return ""ISO-8859_1"";
            case ""us-ascii"":
                return ""US-ASCII"";
            case ""windows-1252"":
                return ""Cp1252"";
            default:
                return charset;
        }
    }",1,Qwen2.5-Coder-7B-Instruct,1.0
6367676a1a6d9265ec0181bf,quoteIfString,"public static Object quoteIfString(Object obj){
  return (obj instanceof String ? quote((String)obj) : obj);
}
","/** 
 * Turn the given Object into a String with single quotes if it is a String; keeping the Object as-is else.
 * @param obj the input Object (e.g. ""myString"")
 * @return the quoted String (e.g. ""'myString'""),or the input object as-is if not a String
 */
",Check whether an obj variable is of the String type.,Returns quoted string if input is a string.,"Checks if the object is a String and returns the quoted string; otherwise, returns the object unchanged.","@param obj Object: Input object to check.
   @return Object: Quoted string if input is a String; original object otherwise.","""hello"" -> ""\""hello\"""" (input is a string)
5 -> 5 (input is an integer)
null -> null (input is null)","Input can be any object type; if it's a String, it gets quoted, otherwise returned as is.","public static Object quoteIfString(Object obj){
    if (obj.getClass().equals(String.class)){
        return ""'"" + obj.toString() + ""'"";
    }
    else {
        return obj.toString();
    }
}",0,CodeLlama-7b-Instruct-hf,1.0
